timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-05T19:20:46,codecarbon,ab2471d6-54fd-4406-bdb6-81d7bd68a140,163.32232284545898,0.00042655652091788107,2.6117465970741982e-06,42.5,0.0,6.0,0.001928100929823187,0,0.0002721978425979614,0.002200298772421148,Spain,ESP,catalonia,,,macOS-13.4-arm64-arm-64bit,3.11.4,2.3.1,8,Apple M2,,,2.1754,41.4044,16.0,machine,N,1.0
